Cluster_Label,Biomarker,Relations
cerebral-spinal-fluid,Cerebral spinal fluid p-tau,"[{'article': 'PMC10075195.txt', 'relationship': 'ASSOCIATED_WITH', 'object': 'Volumes of CA1, subiculum, and transentorhinal cortex/BA35'}, {'article': 'PMC4970664.txt', 'relationship': 'DIAGNOSITIC_OF', 'object': ""Diagnosis: Alzheimer's Disease""}]"
cerebral-spinal-fluid,cerebral spinal fluid p‐tau217,"[{'article': 'PMC7721364.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': 'Aβ pathology'}, {'article': 'PMC7721364.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Early stages of autosomal‐dominant AD'}]"
cerebral-spinal-fluid,cerebral spinal fluid p‐tau231,"[{'article': 'PMC7721364.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Early changes in tau metabolism in preclinical Alzheimer's""}, {'article': 'PMC7721364.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Preclinical Alzheimer's Disease""}, {'article': 'PMC7721364.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Preclinical Alzheimer's Disease""}]"
cerebral-spinal-fluid,CSF Aβ42,"[{'article': 'PMC9295361.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cerebral-spinal-fluid,CSF Aβ,"[{'article': 'PMC8789895.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cerebral-spinal-fluid,Aβ42/Aβ40 ratio in CSF,"[{'article': 'PMC7067750.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to Nilvadipine treatment in Alzheimer's Disease""}]"
cerebral-spinal-fluid,CSF Aβ(1–42),"[{'article': 'PMC6146627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
cerebrospinal,Cerebrospinal fluid t-tau,"[{'article': 'PMC9327167.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Tau pathology'}]"
cerebrospinal,Cerebrospinal fluid p-Tau,"[{'article': 'PMC9327167.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Tau pathology'}]"
cerebrospinal,Cerebrospinal fluid T-tau/Aβ42,"[{'article': 'PMC8808989.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease""}]"
cerebrospinal,Cerebrospinal fluid P-tau/Aβ42,"[{'article': 'PMC8808989.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease""}]"
cerebrospinal,Cerebrospinal fluid Aβ42/40 ratio,"[{'article': 'PMC7830228.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
cerebrospinal,Cerebrospinal fluid Aβ42/40,"[{'article': 'PMC8808989.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease""}]"
cfr,CFr (carbohydrate/fat ratio),"[{'article': 'PMC10236460.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Better global cognition in older adults at risk for dementia'}, {'article': 'PMC10236460.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Cognitive health in older adults at risk for dementia'}]"
cfr,Carbohydrate intake,"[{'article': 'PMC8502814.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Amyloid accumulation in the posterior cingulate gyrus in preclinical Alzheimer's Disease""}]"
cfr,eFat (total fat),"[{'article': 'PMC10236460.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive decline in older adults at risk for dementia'}]"
cfr,eFat,"[{'article': 'PMC10236460.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Better cognitive outcomes in Alzheimer's Disease prevention""}, {'article': 'PMC10236460.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""slower cognitive processing speed in Alzheimer's Disease""}]"
cfr,CFr,"[{'article': 'PMC10236460.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Better cognitive outcomes in Alzheimer's Disease prevention""}, {'article': 'PMC10236460.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""poorer cognitive performance in Alzheimer's Disease""}, {'article': 'PMC10236460.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Alzheimer’s Disease'}]"
cfr,CFC,"[{'article': 'PMC4611062.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
cfr,CFT,"[{'article': 'PMC9871821.txt', 'relationship': 'BIOMARKER_DYNAMICS_UNDER_TREATMENT', 'object': 'Biomarker Dynamics: Improved executive function after tPBM treatment'}]"
ch4a-i,Ch4a-i,"[{'article': 'PMC10127414.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Better executive function'}]"
ch4a-i,DDIT4,"[{'article': 'PMC6211704.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
ch4a-i,CPNE4,"[{'article': 'PMC6154782.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
ch4a-i,Dll4,"[{'article': 'PMC8581408.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'VEGF signaling'}]"
ch4a-i,CHL1,"[{'article': 'PMC4304279.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease""}]"
ch4a-i,C4d,"[{'article': 'PMC3741576.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Aβ deposition and inflammation'}]"
ch4a-i,Ch4p,"[{'article': 'PMC10127414.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Better language function'}, {'article': 'PMC10127414.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Better navigation function'}]"
chat,ChAT activity,"[{'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Correlated with cognitive changes in Alzheimer's Disease""}]"
chat,ChAT,"[{'article': 'PMC2765081.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Memory improvement'}, {'article': 'PMC4159858.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Cholinergic neuron loss in AD-like mice'}, {'article': 'PMC4159858.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Diagnosis: Alzheimer's Disease""}, {'article': 'PMC4159858.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4159858.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4159858.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Cholinergic neuron loss in Alzheimer's Disease""}, {'article': 'PMC4890804.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cholinergic activity in Alzheimer's Disease""}, {'article': 'PMC9527145.txt', 'relationship': 'INDICATES_TREATMENT_ELIGIBILITY', 'object': 'Improved cognitive function and memory performance in AD rat model'}]"
cholesterol,High Cholesterol,"[{'article': 'PMC4615808.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cholesterol,Plasma cholesterol,"[{'article': 'PMC3216294.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cholesterol,Serum total cholesterol,"[{'article': 'PMC8351379.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Alzheimer's Disease""}]"
cholesterol,Total cholesterol (TC),"[{'article': 'PMC7934383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cholesterol,Cholesterol levels,"[{'article': 'PMC8351379.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'White matter integrity preservation'}, {'article': 'PMC6208946.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cholesterol,Cholesterol,"[{'article': 'PMC3397527.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Outcome: Increased risk of Alzheimer's Disease""}, {'article': 'PMC4615808.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4731943.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduced parietal cortical amyloid burden in apoe4 noncarriers'}, {'article': 'PMC8857690.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
cholesterol,Total cholesterol,"[{'article': 'PMC4179179.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive impairment associated with Alzheimer's Disease""}, {'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Metabolic changes in Alzheimer's Disease""}]"
cholesterol,Total Cholesterol,"[{'article': 'PMC4179179.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cognitive impairment in elderly subjects'}, {'article': 'PMC4487699.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
cholesterol,cholesterol,"[{'article': 'PMC8857690.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}]"
choline,Choline,"[{'article': 'PMC3110111.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
choline,Choline (Cho),"[{'article': 'PMC4862247.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
choline,choline,"[{'article': 'PMC4862247.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}]"
cholinergic,Cholinergic neurons,"[{'article': 'PMC4159858.txt', 'relationship': 'RESPONDED_TO', 'object': 'Sulforaphane treatment'}, {'article': 'PMC4159858.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
cholinergic,Cholinergic system,"[{'article': 'PMC5326769.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Vascular Cognitive Impairment'}]"
cholinergic,Choline acetyltransferase (ChAT),"[{'article': 'PMC4159858.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cholinergic,Cholinergic activity,"[{'article': 'PMC6565843.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}]"
cholinergic,cholinesterase inhibitors,"[{'article': 'PMC3481364.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9755275.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Treatment: Symptom relief in AD'}]"
cholinergic,cholinergic pathways,"[{'article': 'PMC5326769.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognostic evaluation""}]"
cholinergic,Total cholinesterase (TChE),"[{'article': 'PMC4659639.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cholinergic,anticholinergic burden,"[{'article': 'PMC5442667.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
cholinergic,Fractional anisotropy (FA) in cholinergic pathways,"[{'article': 'PMC5326769.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive impairment in VCI'}]"
cholinergic,Cholinesterase activity,"[{'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cibis-plus,CIBIS-plus,"[{'article': 'PMC3226311.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Global function in Alzheimer's Disease patients""}]"
cibis-plus,CIBIC-plus,"[{'article': 'PMC9972756.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Clinical improvement in Alzheimer's Disease""}]"
cibis-plus,CIBIC-Plus,"[{'article': 'PMC8439008.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
cibis-plus,CIBIC,"[{'article': 'PMC5067903.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cingulum,Cingulum bundle,"[{'article': 'PMC6306691.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Hippocampal formation disruption in Alzheimer's Disease""}]"
cingulum,Cingulum_Mid_R,"[{'article': 'PMC6306691.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cingulum,Cingulum bundle disruption,"[{'article': 'PMC7477392.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Memory decline in Alzheimer's Disease""}]"
cingulum,Cingulum_Mid_R (aal),"[{'article': 'PMC6306691.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Diagnose: Alzheimer's Disease""}]"
circadian rhythm,circadian rhythms,"[{'article': 'PMC8317398.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Bright Light Therapy (BLT)'}]"
circadian rhythm,Corticosteroid Circadian Rhythm,"[{'article': 'PMC6520689.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
circadian rhythm,Circadian Clocks Desynchronization,"[{'article': 'PMC6520689.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
circadian rhythm,beta1 rhythm,"[{'article': 'PMC4611062.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
circadian rhythm,"Brain Rhythms (δ, θ, α1, α2, β1, β2, γ)","[{'article': 'PMC4611062.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Mild Cognitive Impairment'}]"
circrnas,circRNAs,"[{'article': 'PMC9755275.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Aging and Alzheimer's Disease""}]"
circrnas,Plasma Mir107 expression,"[{'article': 'PMC4870937.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Amild cognitive impairment'}, {'article': 'PMC4870937.txt', 'relationship': 'CORRELATED_WITH', 'object': 'Cortical Thickness (CT)'}, {'article': 'PMC4870937.txt', 'relationship': 'CORRELATED_WITH', 'object': 'Surface Area (SA)'}, {'article': 'PMC4870937.txt', 'relationship': 'CORRELATED_WITH', 'object': 'Local Gyrification Index (LGI)'}]"
circrnas,Plasma Mir107 levels,"[{'article': 'PMC4870937.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4870937.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Pathogenesis of Alzheimer's Disease""}]"
circrnas,microRNAs,"[{'article': 'PMC9644639.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Prognosis: Disease progression in LOAD'}]"
circrnas,microRNA-130a,"[{'article': 'PMC7698404.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
circrnas,MicroRNA-155 (miR155) and IFN-γ,"[{'article': 'PMC11274940.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Target for treatment: Restricted neurodegenerative pathology and preserved cognitive function.'}]"
clic5a,Clic5a,"[{'article': 'PMC10917684.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Upregulated in 40Hz stimulation'}]"
clic5a,Cldn5,"[{'article': 'PMC8581408.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Tight junctions'}]"
clic5a,CLU,"[{'article': 'PMC4003513.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4615808.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Aβ levels in Alzheimer's Disease""}, {'article': 'PMC4617238.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease inflammation""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Brain atrophy and disease severity in Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}, {'article': 'PMC5022094.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6916654.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
clic5a,CLOX1 clock-drawing task,"[{'article': 'PMC3088375.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive impairment related to Alzheimer's Disease""}]"
clic5a,CLOX1,"[{'article': 'PMC3088375.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Executive function deficits in older adults'}]"
clic5a,CLEC7A,"[{'article': 'PMC11274940.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Rescue of microglia activation and attenuation of Aβ burden in AD'}, {'article': 'PMC11274940.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Microglia activation in AD'}]"
clic5a,Clec7a,"[{'article': 'PMC11274940.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6879435.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Microglial Neurodegenerative Phenotype (MGnD) in Alzheimer's Disease""}, {'article': 'PMC7389451.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'AD-associated microglial activation'}, {'article': 'PMC7389451.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Enhanced Aβ clearance in Alzheimer's Disease""}, {'article': 'PMC7389451.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]"
clinical-demntia-rating,Clinical Dementia Rating Scale (CDR),"[{'article': 'PMC6142366.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Dementia severity in Alzheimer's Disease""}]"
clinical-demntia-rating,Clinical Dementia Rating Sum of Boxes (CDR-SB),"[{'article': 'PMC5026133.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Mild Alzheimer's Disease""}]"
clinical-demntia-rating,Clinical Dementia Rating scale-Sum of Boxes (CDR-SB),"[{'article': 'PMC6371616.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
clinical-demntia-rating,Clinical dementia Rating (CDR),"[{'article': 'PMC8336239.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive impairment in Alzheimer's Disease""}]"
clinical-demntia-rating,Clinical dementia Rating–sum of boxes (CDR-SB),"[{'article': 'PMC6353871.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Dementia'}]"
clinical-demntia-rating,Clinical Dementia Rating (CDR),"[{'article': 'PMC3110111.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4497726.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Dementia'}, {'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Severity of dementia'}]"
clinical-demntia-rating,Clinical Dementia Rating (CDR) scores,"[{'article': 'PMC5648830.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease severity""}]"
clusterin,Clusterin,"[{'article': 'PMC3523068.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Late-onset Alzheimer's Disease""}]"
clusterin,cAMP,"[{'article': 'PMC4694064.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis of Alzheimer's Disease""}, {'article': 'PMC4694064.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment response in Alzheimer's Disease""}, {'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Impaired cognition and neurodegeneration in Alzheimer's Disease""}]"
clusterin,Clusterin genotype,"[{'article': 'PMC4846650.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Pre-AD'}]"
clusterin,Nestin,"[{'article': 'PMC4908397.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
clusterin,Huntingtin,"[{'article': 'PMC4899632.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Huntington's Disease model in Alzheimer's research""}]"
cmai,CMAI,"[{'article': 'PMC9116897.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Agitation'}]"
cmai,CMAI score,"[{'article': 'PMC8496617.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC8496617.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Alzheimer's Disease""}]"
cmai,CMB,"[{'article': 'PMC6920432.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cmai,CMBs,"[{'article': 'PMC8733254.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Cognitive impairment related to Alzheimer's Disease""}, {'article': 'PMC6353871.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cerebral small vessel disease in Alzheimer's Disease""}, {'article': 'PMC7477392.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'All-cause dementia risk'}, {'article': 'PMC7477392.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'AD pathology'}]"
cmai,CMMSE,"[{'article': 'PMC4380493.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}, {'article': 'PMC4380493.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Cognitive function in Alzheimer's Disease""}]"
cmai,CMRgl,"[{'article': 'PMC6646979.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC6646979.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Effect of AZD0530 treatment on 52-week reductions in relative CMRgl'}, {'article': 'PMC6646979.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease treatment response""}, {'article': 'PMC7489025.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cerebral metabolic rate for glucose in brain regions affected by AD'}]"
cmai,CMRglc,"[{'article': 'PMC4877513.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC4877513.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4877513.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease progression""}]"
cmai,CMV pp65 response,"[{'article': 'PMC4013077.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
cmai,Parietal CMBs,"[{'article': 'PMC7477392.txt', 'relationship': 'ASSOCIATED_WITH', 'object': 'Cerebral Aβ burden'}]"
cnb-001,CNB-001,"[{'article': 'PMC3237323.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC3237323.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Outcome: Better prognosis in Alzheimer's Disease""}, {'article': 'PMC3237323.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment of: Alzheimer's Disease""}]"
cnb-001,CNP520,"[{'article': 'PMC5516350.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Phase II/III clinical trials for Alzheimer's Disease""}]"
cnb-001,CNV,"[{'article': 'PMC4195286.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC6370863.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}]"
cnb-001,CNV amplitude,"[{'article': 'PMC4195286.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Attentional network differences in Alzheimer's Disease""}]"
cnb-001,6-CN-PiB,"[{'article': 'PMC4003513.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cognitive,"Cognitive tasks (visual oddball, flanker, n-back, delayed match-to-sample)","[{'article': 'PMC8281974.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Track cognitive ageing and progression of Alzheimer's Disease""}]"
cognitive,Task Activation Responses,"[{'article': 'PMC6538045.txt', 'relationship': 'BIOMARKER_DYNAMICS_UNDER_TREATMENT', 'object': 'Monitor changes in brain blood flow during treatment'}]"
cognitive,Perspective-taking tests,"[{'article': 'PMC4200223.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Perspective-taking deficits in Alzheimer's Disease""}]"
cognitive,"references to objects, subjects and actions","[{'article': 'PMC3859216.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease progression""}]"
cognitive,"Social cognition tests (e.g., facial recognition, perspective taking)","[{'article': 'PMC4200223.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Risk of developing BPSD'}]"
cognitive,Behavioral observations,"[{'article': 'PMC9412195.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Physical activity and exercise intensity in Alzheimer's Disease patients""}]"
cognitive,Cognitive reserve change score (CRCS),"[{'article': 'PMC6937673.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Cognitive reserve'}]"
cognitive,Cognitive reserve (CR),"[{'article': 'PMC4846650.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Pre-AD'}]"
cognitive,Cognitive Reserve (CR),"[{'article': 'PMC6937673.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': 'Medication Therapy Management (MTM) interventions'}]"
cognitive-impairment,cognitive impairment,"[{'article': 'PMC3978714.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cognitive-impairment,Attention deficits,"[{'article': 'PMC8110716.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cognitive-impairment,Mild cognitive impairment (MCI),"[{'article': 'PMC9246122.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Prodromal stage of Alzheimer's Disease""}]"
cognitive-impairment,Cognitive behavioral deficits,"[{'article': 'PMC4707222.txt', 'relationship': 'RESPONDED_TO', 'object': ""Response: Improvement in cognitive behavioral deficits in Alzheimer's Disease""}]"
cognitive-impairment,Cognitive impairment,"[{'article': 'PMC1914346.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Nursing home admission'}, {'article': 'PMC4923754.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Functional impairment in Alzheimer's Disease""}, {'article': 'PMC4923754.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Disease-modifying treatments for Alzheimer's Disease""}]"
